country_code,state_code,region,city,Political_Region
USA,IN,South Bend,Elkhart,USA - Midwest
Unknown,Unknown,Unknown,Unknown,Unknown
USA,NY,Long Island,Glen Cove,USA - Northeast
Unknown,Unknown,Unknown,Unknown,Unknown
Unknown,Unknown,Unknown,Unknown,Unknown
TUR,41,TUR - Other,Gebze,Middle East
BRA,21,Rio de Janeiro,Rio De Janeiro,Latin America
USA,CA,SF Bay Area,San Francisco,USA - West
CAN,QC,Montreal,Montréal,North America
SGP,Unknown,Singapore,Singapore,Southeast Asia
GBR,H9,London,London,Western Europe
CAN,AB,Calgary,Calgary,North America
Unknown,Unknown,Unknown,Unknown,Unknown
CHN,8,Harbin,Harbin,East Asia
USA,CA,SF Bay Area,Redwood City,USA - West
Unknown,Unknown,Unknown,Unknown,Unknown
GBR,C3,London,Cambridge,Western Europe
USA,CA,SF Bay Area,Mountain View,USA - West
DEU,11,Berlin,Potsdam,Western Europe
DEU,2,Martinsried,Martinsried,Western Europe
CAN,Unknown,Unknown,Unknown,North America
USA,CA,SF Bay Area,Mountain View,USA - West
USA,CA,Los Angeles,Los Angeles,USA - West
UGA,37,Kampala,Kampala,East Africa
Unknown,Unknown,Unknown,Unknown,Unknown
ISR,5,Tel Aviv,Tel Aviv,Middle East
USA,TX,Dallas,Dallas,USA - South
USA,MA,Boston,Cambridge,USA - Northeast
USA,OH,"Columbus, Ohio",Dublin,USA - Midwest
USA,VA,"Washington, D.C.",Fairfax,USA - South
USA,CA,SF Bay Area,San Francisco,USA - West
BRA,2,Sao Paulo,São Paulo,Latin America
AUS,2,Sydney,Sydney,Oceania
CHN,2,Hangzhou,Hangzhou,East Asia
NLD,15,NLD - Other,Deventer,Western Europe
USA,PA,Philadelphia,Exton,USA - Northeast
USA,CA,SF Bay Area,San Francisco,USA - West
CHN,22,Beijing,Beijing,East Asia
USA,OR,"Portland, Oregon",Portland,USA - West
USA,CA,CA - Other,Ripon,USA - West
Unknown,Unknown,Unknown,Unknown,Unknown
USA,GA,Atlanta,Alpharetta,USA - South
USA,UT,Salt Lake City,Orem,USA - West
USA,TN,Knoxville,Knoxville,USA - South
USA,MA,Boston,Waltham,USA - Northeast
CHL,12,Santiago,Santiago,South America
USA,CA,SF Bay Area,San Francisco,USA - West
Unknown,Unknown,Unknown,Unknown,Unknown
IND,7,New Delhi,New Delhi,South Asia
USA,CA,SF Bay Area,San Jose,USA - West
IND,2,Hyderabad,Hyderabad,South Asia
DEU,16,Berlin,Berlin,Western Europe
SWE,16,SWE - Other,Haninge,Northern Europe
GBR,L9,Sheffield,Sheffield,Western Europe
USA,TN,Nashville,Hendersonville,USA - South
IND,19,Bangalore,Bangalore,South Asia
FRA,97,FRA - Other,Libourne,Western Europe
GBR,V2,Glasgow,Glasgow,Western Europe
USA,FL,Ft. Lauderdale,Fort Lauderdale,USA - South
ISR,Unknown,Unknown,Unknown,Middle East
FRA,A8,Paris,Paris,Western Europe
USA,VA,"Washington, D.C.",Mclean,USA - South
GBR,D2,Derby,Derby,Western Europe
USA,CA,SF Bay Area,San Jose,USA - West
USA,CA,Palm Springs,Palm Desert,USA - West
DEU,16,Berlin,Berlin,Western Europe
USA,DC,"Washington, D.C.",Washington,USA - South
USA,SC,Greenville - Spartanburg,Greenville,USA - South
CHN,22,Beijing,Beijing,East Asia
Unknown,Unknown,Unknown,Unknown,Unknown
USA,CA,SF Bay Area,San Francisco,USA - West
USA,FL,Tampa,Holiday,USA - South
Unknown,Unknown,Unknown,Unknown,Unknown
USA,WA,Seattle,Bellevue,USA - West
USA,WA,WA - Other,Mount Vernon,USA - West
USA,TX,San Antonio,San Antonio,USA - South
ITA,7,Rome,Latina,Southern Europe
BEL,10,BEL - Other,Bierges,Western Europe
IND,7,New Delhi,New Delhi,South Asia
USA,FL,"Naples, Florida",Naples,USA - South
IND,19,Bangalore,Bangalore,South Asia
JOR,16,Amman,Amman,Middle East
USA,TX,Dallas,Richardson,USA - South
CHN,23,Shanghai,Shanghai,East Asia
USA,NJ,Newark,Somerset,USA - Northeast
USA,WA,Seattle,Seattle,USA - West
GBR,K2,London,Oxford,Western Europe
USA,MA,Boston,Cambridge,USA - Northeast
USA,VA,Roanoke,Roanoke,USA - South
USA,TX,Austin,Austin,USA - South
USA,CA,Los Angeles,Pasadena,USA - West
AUS,7,Melbourne,Melbourne,Oceania
AUT,6,Graz,Graz,Central Europe
USA,IL,Chicago,Chicago,USA - Midwest
USA,MI,Detroit,Ypsilanti,USA - Midwest
USA,CA,Los Angeles,Los Angeles,USA - West
USA,PA,Philadelphia,King Of Prussia,USA - Northeast
Unknown,Unknown,Unknown,Unknown,Unknown
Unknown,Unknown,Unknown,Unknown,Unknown
USA,CA,Lake Tahoe,Grass Valley,USA - West
Unknown,Unknown,Unknown,Unknown,Unknown
USA,MA,Boston,Framingham,USA - Northeast
USA,NC,Asheville,Alexander,USA - South
ITA,17,ITA - Other,Prato,Southern Europe
USA,CA,SF Bay Area,Palo Alto,USA - West
CHN,23,Shanghai,Shanghai,East Asia
ESP,56,Barcelona,Barcelona,Southern Europe
Unknown,Unknown,Unknown,Unknown,Unknown
USA,CA,SF Bay Area,Palo Alto,USA - West
USA,WI,Milwaukee,Greendale,USA - Midwest
USA,CA,SF Bay Area,San Francisco,USA - West
USA,IN,Indianapolis,Fishers,USA - Midwest
USA,MA,Boston,Boston,USA - Northeast
SGP,Unknown,Singapore,Singapore,Southeast Asia
FRA,A8,Paris,Paris,Western Europe
USA,SC,"Columbia, South Carolina",Cheraw,USA - South
Unknown,Unknown,Unknown,Unknown,Unknown
USA,CA,SF Bay Area,San Jose,USA - West
USA,CA,Los Angeles,Los Angeles,USA - West
GBR,H9,London,London,Western Europe
USA,NJ,NJ - Other,Marlton,USA - Northeast
Unknown,Unknown,Unknown,Unknown,Unknown
USA,GA,Atlanta,Roswell,USA - South
GBR,A7,Birmingham,Birmingham,Western Europe
USA,PA,Philadelphia,Newtown,USA - Northeast
GBR,C9,Carlisle,Carlisle,Western Europe
USA,PA,Philadelphia,Plymouth Meeting,USA - Northeast
USA,NJ,Newark,Hackensack,USA - Northeast
Unknown,Unknown,Unknown,Unknown,Unknown
DEU,13,Dresden,Dresden,Western Europe
CAN,ON,Toronto,Toronto,North America
USA,AZ,Phoenix,Gilbert,USA - West
ISR,5,Tel Aviv,Tel Aviv,Middle East
PAK,4,Lahore,Sialkot,South Asia
DEU,2,Munich,Munich,Western Europe
GBR,H9,London,London,Western Europe
GBR,H9,London,London,Western Europe
GBR,H9,London,London,Western Europe
USA,NY,New York City,New York,USA - Northeast
CHE,25,Schlieren,Schlieren,Western Europe
USA,CA,Los Angeles,Los Angeles,USA - West
USA,NV,Las Vegas,Las Vegas,USA - West
USA,MD,"Washington, D.C.",Rockville,USA - South
USA,CA,SF Bay Area,Campbell,USA - West
USA,PA,Pittsburgh,Pittsburgh,USA - Northeast
USA,VA,"Washington, D.C.",Reston,USA - South
FRA,A8,Paris,Saint-cloud,Western Europe
USA,MD,Baltimore,Baltimore,USA - South
GBR,H9,London,London,Western Europe
USA,NY,New York City,New York,USA - Northeast
USA,CA,SF Bay Area,Palo Alto,USA - West
CHL,1,Santiago,Viña Del Mar,South America
USA,CO,Denver,Denver,USA - West
USA,WA,Seattle,Redmond,USA - West
GBR,F8,Welwyn Garden City,Welwyn Garden City,Western Europe
CHN,23,Shanghai,Shanghai,East Asia
Unknown,Unknown,Unknown,Unknown,Unknown
NGA,5,Lagos,Lagos,West Africa
USA,CA,SF Bay Area,Fremont,USA - West
USA,TX,Dallas,Fort Worth,USA - South
USA,WI,Milwaukee,Milwaukee,USA - Midwest
USA,NC,Raleigh,Durham,USA - South
Unknown,Unknown,Unknown,Unknown,Unknown
Unknown,Unknown,Unknown,Unknown,Unknown
USA,WA,Seattle,Seattle,USA - West
USA,IA,Cedar Rapids,Iowa City,USA - Midwest
GBR,Y2,GBR - Other,Harlech,Western Europe
USA,MA,Boston,Lexington,USA - Northeast
FRA,B9,Lyon,Lyon,Western Europe
USA,CA,Ontario - Inland Empire,Murrieta,USA - West
USA,CA,SF Bay Area,San Francisco,USA - West
USA,CA,Sacramento,Sacramento,USA - West
Unknown,Unknown,Unknown,Unknown,Unknown
USA,VA,VA - Other,Hampton,USA - South
Unknown,Unknown,Unknown,Unknown,Unknown
USA,CT,Hartford,Greenwich,USA - Northeast
USA,CA,SF Bay Area,Palo Alto,USA - West
USA,CA,SF Bay Area,San Francisco,USA - West
CAN,ON,Toronto,Toronto,North America
USA,OH,Cincinnati,Cincinnati,USA - Midwest
USA,TX,Houston,Houston,USA - South
USA,WA,Seattle,Seattle,USA - West
CHN,22,Beijing,Beijing,East Asia
USA,IL,Chicago,Glenview,USA - Midwest
RUS,48,Moscow,Moscow,Eastern Europe
USA,CA,Napa Valley,Santa Rosa,USA - West
USA,CA,SF Bay Area,Redwood City,USA - West
USA,NY,New York City,Rye,USA - Northeast
GBR,C3,GBR - Other,Hartford,Western Europe
USA,FL,Tampa,Tampa,USA - South
CAN,QC,Montreal,Montréal,North America
ARE,3,Dubai,Dubai,Middle East
GBR,J7,Harrogate,Harrogate,Western Europe
NLD,6,Eindhoven,Eindhoven,Western Europe
CHN,2,Hangzhou,Hangzhou,East Asia
USA,CA,SF Bay Area,Berkeley,USA - West
USA,IN,Fort Wayne,Fort Wayne,USA - Midwest
FIN,13,Helsinki,Helsinki,Northern Europe
USA,MA,Boston,Cambridge,USA - Northeast
Unknown,Unknown,Unknown,Unknown,Unknown
USA,TX,Austin,Austin,USA - South
FRA,A8,Ivry-sur-seine,Ivry-sur-seine,Western Europe
USA,WI,Madison,Madison,USA - Midwest
CAN,ON,Toronto,Toronto,North America
USA,IL,Chicago,Chicago,USA - Midwest
Unknown,Unknown,Unknown,Unknown,Unknown
FIN,8,Oulu,Oulu,Northern Europe
Unknown,Unknown,Unknown,Unknown,Unknown
USA,NY,"Rochester, New York",Victor,USA - Northeast
Unknown,Unknown,Unknown,Unknown,Unknown
Unknown,Unknown,Unknown,Unknown,Unknown
USA,FL,Orlando,Altamonte Springs,USA - South
USA,GA,Atlanta,Atlanta,USA - South
USA,WA,Seattle,Bellevue,USA - West
USA,TX,Austin,Austin,USA - South
IND,10,New Delhi,Gurgaon,South Asia
Unknown,Unknown,Unknown,Unknown,Unknown
USA,NM,Albuquerque,Albuquerque,USA - West
ISR,2,Tel Aviv,Petah Tiqva,Middle East
JPN,18,JPN - Other,China,East Asia
USA,OR,"Salem, Oregon",Albany,USA - West
USA,CA,Los Angeles,Marina Del Rey,USA - West
USA,UT,Salt Lake City,Orem,USA - West
USA,UT,Salt Lake City,South Jordan,USA - West
USA,CA,SF Bay Area,San Francisco,USA - West
USA,CA,SF Bay Area,Alameda,USA - West
GBR,H9,London,London,Western Europe
CHL,12,Santiago,Santiago,South America
Unknown,Unknown,Unknown,Unknown,Unknown
IDN,4,Jakarta,Jakarta,Southeast Asia
IND,16,Mumbai,Mumbai,South Asia
USA,IL,Chicago,Chicago,USA - Midwest
Unknown,Unknown,Unknown,Unknown,Unknown
USA,OH,Cleveland,Cleveland,USA - Midwest
GBR,M9,Unknown,Unknown,Western Europe
USA,CA,SF Bay Area,Palo Alto,USA - West
USA,CA,Anaheim,Aliso Viejo,USA - West
USA,TX,San Antonio,Boerne,USA - South
CAN,ON,Toronto,Toronto,North America
IND,10,New Delhi,Gurgaon,South Asia
USA,VA,Richmond,Richmond,USA - South
USA,NC,Greensboro,Greensboro,USA - South
NZL,G2,Wellington,Wellington,Oceania
IND,16,Mumbai,Mumbai,South Asia
USA,CA,SF Bay Area,San Francisco,USA - West
USA,OR,"Portland, Oregon",Portland,USA - West
USA,TX,Austin,Austin,USA - South
USA,CA,SF Bay Area,San Francisco,USA - West
USA,MA,Boston,Holliston,USA - Northeast
BRA,23,BRA - Other,São Leopoldo,Latin America
CAN,QC,Montreal,Montréal,North America
USA,FL,Ft. Lauderdale,Davie,USA - South
FRA,A8,Paris,Paris,Western Europe
USA,TX,Dallas,Plano,USA - South
Unknown,Unknown,Unknown,Unknown,Unknown
Unknown,Unknown,Unknown,Unknown,Unknown
GBR,C3,London,Cambridge,Western Europe
USA,IN,Indianapolis,Indianapolis,USA - Midwest
HKG,Unknown,Hong Kong,Central,East Asia
SWE,26,Stockholm,Stockholm,Northern Europe
CAN,ON,Ottawa,Ottawa,North America
USA,IL,Chicago,Chicago,USA - Midwest
Unknown,Unknown,Unknown,Unknown,Unknown
USA,NY,New York City,New York,USA - Northeast
GBR,H3,Leeds,Leeds,Western Europe
USA,NY,New York City,Brooklyn,USA - Northeast
ISR,2,Tel Aviv,Petah Tiqva,Middle East
USA,FL,Palm Beaches,West Palm Beach,USA - South
USA,IN,Indianapolis,Indianapolis,USA - Midwest
USA,ID,Boise,Boise,USA - West
USA,NY,New York City,New York,USA - Northeast
GBR,A7,Birmingham,Birmingham,Western Europe
IRL,7,DÃºn Laoghaire,Dún Laoghaire,Western Europe
USA,TX,TX - Other,Fate,USA - South
DEU,5,Frankfurt,Darmstadt,Western Europe
USA,FL,Jacksonville,Jacksonville,USA - South
FIN,13,Helsinki,Helsinki,Northern Europe
ARG,7,Buenos Aires,Buenos Aires,South America
USA,CA,Anaheim,Fullerton,USA - West
USA,FL,Tampa,Lakeland,USA - South
CHE,7,Geneva,Geneva,Western Europe
USA,TX,Dallas,Dallas,USA - South
USA,CA,SF Bay Area,San Francisco,USA - West
USA,CA,SF Bay Area,Sunnyvale,USA - West
USA,MA,Unknown,Unknown,USA - Northeast
USA,MA,Boston,Lexington,USA - Northeast
FIN,13,Helsinki,Helsinki,Northern Europe
USA,GA,Atlanta,Atlanta,USA - South
USA,NY,New York City,New York,USA - Northeast
USA,CA,SF Bay Area,Emeryville,USA - West
Unknown,Unknown,Unknown,Unknown,Unknown
IND,16,Pune,Pune,South Asia
SGP,Unknown,Singapore,Singapore,Southeast Asia
USA,TN,Nashville,Nashville,USA - South
USA,CA,Los Angeles,Los Angeles,USA - West
Unknown,Unknown,Unknown,Unknown,Unknown
LBN,4,Beirut,Beirut,Middle East
USA,TX,Austin,Austin,USA - South
Unknown,Unknown,Unknown,Unknown,Unknown
USA,CA,SF Bay Area,Menlo Park,USA - West
USA,CA,SF Bay Area,San Jose,USA - West
USA,TX,Houston,Sugar Land,USA - South
Unknown,Unknown,Unknown,Unknown,Unknown
Unknown,Unknown,Unknown,Unknown,Unknown
USA,CA,SF Bay Area,Mountain View,USA - West
USA,NY,New York City,New York,USA - Northeast
USA,TN,Nashville,Nashville,USA - South
USA,TX,Dallas,Dallas,USA - South
USA,CA,SF Bay Area,Cupertino,USA - West
USA,CA,SF Bay Area,San Jose,USA - West
USA,TX,Houston,Houston,USA - South
BRA,2,Sao Paulo,São Paulo,Latin America
KOR,11,Seoul,Seoul,East Asia
USA,WA,Seattle,Seattle,USA - West
USA,CA,SF Bay Area,San Francisco,USA - West
Unknown,Unknown,Unknown,Unknown,Unknown
USA,CA,Los Angeles,Duarte,USA - West
USA,MD,"Washington, D.C.",Greenbelt,USA - South
Unknown,Unknown,Unknown,Unknown,Unknown
USA,WI,Madison,Madison,USA - Midwest
FIN,15,Tampere,Tampere,Northern Europe
FRA,A8,Paris,Paris,Western Europe
ESP,29,Madrid,Madrid,Southern Europe
USA,NY,New York City,New York,USA - Northeast
CAN,NB,Moncton,Moncton,North America
Unknown,Unknown,Unknown,Unknown,Unknown
USA,UT,Salt Lake City,Provo,USA - West
USA,NY,New York City,New York,USA - Northeast
USA,CA,SF Bay Area,San Francisco,USA - West
USA,NY,"Rochester, New York",Rochester,USA - Northeast
Unknown,Unknown,Unknown,Unknown,Unknown
USA,NY,New York City,Long Island City,USA - Northeast
USA,LA,New Orleans,New Orleans,USA - South
USA,CA,SF Bay Area,San Francisco,USA - West
ITA,20,ITA - Other,Cison Di Valmarino,Southern Europe
Unknown,Unknown,Unknown,Unknown,Unknown
NLD,7,Amsterdam,Amsterdam,Western Europe
USA,CA,Los Angeles,Los Angeles,USA - West
Unknown,Unknown,Unknown,Unknown,Unknown
USA,AZ,Tucson,Tucson,USA - West
Unknown,Unknown,Unknown,Unknown,Unknown
USA,FL,Fort Myers,Fort Myers,USA - South
USA,WA,Seattle,Seattle,USA - West
USA,CA,Unknown,Unknown,USA - West
KOR,11,Seoul,Seoul,East Asia
USA,NC,Raleigh,Chapel Hill,USA - South
CHN,Unknown,Unknown,Unknown,East Asia
CHL,12,Santiago,Santiago,South America
GBR,K2,London,Oxford,Western Europe
USA,CA,Anaheim,Irvine,USA - West
USA,CA,Los Angeles,Pasadena,USA - West
USA,MI,Detroit,Ann Arbor,USA - Midwest
USA,TX,Austin,Austin,USA - South
USA,NM,Albuquerque,Albuquerque,USA - West
USA,GA,Atlanta,Atlanta,USA - South
Unknown,Unknown,Unknown,Unknown,Unknown
USA,TN,Nashville,Nashville,USA - South
USA,CA,Anaheim,Aliso Viejo,USA - West
USA,CA,Los Angeles,Los Angeles,USA - West
USA,CA,SF Bay Area,San Francisco,USA - West
CHN,22,Beijing,Beijing,East Asia
USA,FL,Ft. Lauderdale,Pompano Beach,USA - South
USA,NY,New York City,New York,USA - Northeast
USA,CA,SF Bay Area,Sunnyvale,USA - West
USA,CA,SF Bay Area,San Francisco,USA - West
IND,19,Bangalore,Bangalore,South Asia
JPN,Unknown,Unknown,Unknown,East Asia
USA,MA,Boston,Boston,USA - Northeast
USA,NY,New York City,New York,USA - Northeast
USA,NJ,NJ - Other,Marlton,USA - Northeast
USA,NJ,NJ - Other,Hainesport,USA - Northeast
USA,NC,Asheville,Asheville,USA - South
USA,MN,Minneapolis,Minneapolis,USA - Midwest
USA,CA,SF Bay Area,San Francisco,USA - West
USA,CA,SF Bay Area,San Francisco,USA - West
Unknown,Unknown,Unknown,Unknown,Unknown
USA,CA,Bakersfield,Bakersfield,USA - West
IND,28,IND - Other,Gujrat,South Asia
USA,CA,SF Bay Area,San Francisco,USA - West
Unknown,Unknown,Unknown,Unknown,Unknown
USA,MD,Baltimore,Stevensville,USA - South
Unknown,Unknown,Unknown,Unknown,Unknown
USA,IL,"Springfield, Illinois",Springfield,USA - Midwest
USA,CA,SF Bay Area,Palo Alto,USA - West
USA,CA,SF Bay Area,Santa Clara,USA - West
USA,MA,Boston,Cambridge,USA - Northeast
USA,TX,Austin,Austin,USA - South
ZAF,Unknown,Cape Town,Cape Town,Southern Africa
GBR,H9,London,London,Western Europe
CHN,22,Beijing,Beijing,East Asia
GBR,H9,London,London,Western Europe
USA,CA,SF Bay Area,San Francisco,USA - West
USA,MN,Minneapolis,Eden Prairie,USA - Midwest
DEU,13,DEU - Other,Deutsch,Western Europe
USA,MA,New Bedford,Mansfield,USA - Northeast
USA,TN,Knoxville,Knoxville,USA - South
USA,WA,Seattle,Bothell,USA - West
USA,CA,SF Bay Area,San Francisco,USA - West
DNK,17,Copenhagen,Copenhagen,Northern Europe
ITA,15,Palermo,Palermo,Southern Europe
USA,CA,SF Bay Area,Santa Clara,USA - West
USA,NY,New York City,New York,USA - Northeast
USA,NY,New York City,New York,USA - Northeast
USA,CA,SF Bay Area,San Francisco,USA - West
IND,7,New Delhi,New Delhi,South Asia
Unknown,Unknown,Unknown,Unknown,Unknown
Unknown,Unknown,Unknown,Unknown,Unknown
IND,7,New Delhi,New Delhi,South Asia
USA,CA,SF Bay Area,Emeryville,USA - West
USA,CA,SF Bay Area,San Mateo,USA - West
FRA,A8,Paris,Paris,Western Europe
IDN,4,Jakarta,Jakarta,Southeast Asia
GBR,V8,Bellshill,Bellshill,Western Europe
USA,PA,Pittsburgh,Pittsburgh,USA - Northeast
USA,MA,Boston,Bedford,USA - Northeast
USA,NY,New York City,Wappingers Falls,USA - Northeast
USA,CA,Santa Barbara,Santa Barbara,USA - West
KOR,11,Seoul,Seoul,East Asia
DEU,2,Munich,Munich,Western Europe
Unknown,Unknown,Unknown,Unknown,Unknown
DEU,16,Berlin,Berlin,Western Europe
Unknown,Unknown,Unknown,Unknown,Unknown
USA,CA,SF Bay Area,San Francisco,USA - West
USA,IN,Indianapolis,Indianapolis,USA - Midwest
USA,CA,Anaheim,Lake Forest,USA - West
CAN,ON,Toronto,Hamilton,North America
TUR,34,Istanbul,Istanbul,Middle East
GBR,H9,London,London,Western Europe
CAN,ON,Toronto,Toronto,North America
Unknown,Unknown,Unknown,Unknown,Unknown
USA,MA,Boston,Cambridge,USA - Northeast
USA,CA,Los Angeles,Los Angeles,USA - West
GBR,A7,Birmingham,Birmingham,Western Europe
USA,NY,New York City,New York,USA - Northeast
USA,MA,Boston,Natick,USA - Northeast
USA,CA,SF Bay Area,Cupertino,USA - West
Unknown,Unknown,Unknown,Unknown,Unknown
USA,FL,Gainesville,Gainesville,USA - South
USA,MA,Boston,Cambridge,USA - Northeast
USA,IL,Chicago,Chicago,USA - Midwest
USA,MA,Boston,Acton,USA - Northeast
Unknown,Unknown,Unknown,Unknown,Unknown
Unknown,Unknown,Unknown,Unknown,Unknown
CAN,ON,Toronto,Toronto,North America
USA,CA,San Diego,Carlsbad,USA - West
GBR,V8,GBR - Other,Cumbernauld,Western Europe
USA,WA,Seattle,Tacoma,USA - West
USA,WA,Seattle,Seattle,USA - West
USA,CA,SF Bay Area,San Francisco,USA - West
CAN,BC,Vancouver,Vancouver,North America
NLD,6,Eindhoven,Eindhoven,Western Europe
USA,TX,Austin,Austin,USA - South
USA,CA,Los Angeles,Los Angeles,USA - West
IDN,4,Jakarta,Jakarta,Southeast Asia
FRA,B5,Nantes,Nantes,Western Europe
USA,MD,"Washington, D.C.",Silver Spring,USA - South
Unknown,Unknown,Unknown,Unknown,Unknown
USA,WA,Seattle,Seattle,USA - West
USA,CA,SF Bay Area,Redwood City,USA - West
Unknown,Unknown,Unknown,Unknown,Unknown
Unknown,Unknown,Unknown,Unknown,Unknown
AUS,4,Brisbane,Brisbane,Oceania
CHN,4,Taiwan,Taiwan,East Asia
USA,CA,Los Angeles,Los Angeles,USA - West
EST,1,Tallinn,Tallinn,Northern Europe
USA,MA,Boston,Lawrence,USA - Northeast
IND,7,New Delhi,New Delhi,South Asia
USA,VA,"Washington, D.C.",Reston,USA - South
USA,CA,Los Angeles,Beverly Hills,USA - West
CHN,22,Beijing,Beijing,East Asia
Unknown,Unknown,Unknown,Unknown,Unknown
CAN,ON,Toronto,Oakville,North America
USA,CA,SF Bay Area,Santa Clara,USA - West
USA,OH,"Columbus, Ohio",Powell,USA - Midwest
USA,CA,SF Bay Area,Mountain View,USA - West
USA,CA,SF Bay Area,San Francisco,USA - West
USA,CA,SF Bay Area,San Jose,USA - West
USA,CA,SF Bay Area,San Francisco,USA - West
Unknown,Unknown,Unknown,Unknown,Unknown
IRL,4,Cork,Cork,Western Europe
ESP,51,ESP - Other,Sevilla,Southern Europe
USA,WI,Milwaukee,Milwaukee,USA - Midwest
Unknown,Unknown,Unknown,Unknown,Unknown
NLD,11,NLD - Other,Stein,Western Europe
USA,CA,SF Bay Area,Menlo Park,USA - West
Unknown,Unknown,Unknown,Unknown,Unknown
CHL,12,Santiago,Santiago,South America
USA,CA,SF Bay Area,Palo Alto,USA - West
ISR,5,Tel Aviv,Herzliya,Middle East
GBR,H9,London,London,Western Europe
IND,19,Bangalore,Bangalore,South Asia
USA,CA,Los Angeles,Glendale,USA - West
USA,SC,SC - Other,Texas,USA - South
USA,UT,Salt Lake City,Orem,USA - West
SVK,8,SVK - Other,Zilina,Eastern Europe
USA,GA,Atlanta,Alpharetta,USA - South
GBR,F2,London,Basingstoke,Western Europe
USA,GA,Atlanta,Atlanta,USA - South
RUS,48,Moscow,Moscow,Eastern Europe
GBR,H9,London,London,Western Europe
FRA,A8,Paris,Paris,Western Europe
USA,NJ,Newark,Secaucus,USA - Northeast
USA,NY,New York City,New York,USA - Northeast
USA,PA,Philadelphia,Malvern,USA - Northeast
NGA,5,Lagos,Ikeja,West Africa
USA,NY,New York City,Brooklyn,USA - Northeast
USA,NY,New York City,New York,USA - Northeast
FRA,A9,Clapiers,Clapiers,Western Europe
USA,MA,Boston,Lexington,USA - Northeast
USA,CA,SF Bay Area,San Jose,USA - West
USA,MA,Boston,Woburn,USA - Northeast
USA,CA,Los Angeles,City Of Industry,USA - West
FRA,Unknown,Unknown,Unknown,Western Europe
GBR,H9,London,London,Western Europe
USA,CA,SF Bay Area,San Francisco,USA - West
LVA,25,Riga,Riga,Northern Europe
USA,WA,Seattle,Seattle,USA - West
GBR,H9,London,London,Western Europe
USA,NE,Omaha,Omaha,USA - Midwest
USA,TX,Dallas,Mesquite,USA - South
CHN,22,Beijing,Beijing,East Asia
GBR,H9,London,London,Western Europe
USA,FL,"Naples, Florida",Bonita Springs,USA - South
USA,NY,New York City,New York,USA - Northeast
Unknown,Unknown,Unknown,Unknown,Unknown
IRL,7,Dublin,Dublin,Western Europe
USA,MA,Boston,Wilmington,USA - Northeast
USA,MN,Minneapolis,Chaska,USA - Midwest
USA,CA,SF Bay Area,Redwood City,USA - West
USA,CA,SF Bay Area,San Francisco,USA - West
USA,NY,New York City,New York,USA - Northeast
USA,CO,Fort Collins,Fort Collins,USA - West
USA,MI,Detroit,Ann Arbor,USA - Midwest
ARE,3,Dubai,Dubai,Middle East
USA,MA,Boston,Boston,USA - Northeast
FIN,13,Helsinki,Espoo,Northern Europe
CHN,22,Beijing,Beijing,East Asia
DEU,7,DEU - Other,Erkrath,Western Europe
